Gene_Name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Chodl,21.31715868688614,0.015255645046901254,0.1584641447918685,0.00719910807265514,0.5953690931903081
Mpp3,6603.375908076302,-0.01784757801745726,0.08766495830830527,0.0070577310968853,0.5953690931903081
Slitrk6,153.58280695515128,0.028866674247261945,0.14999671219706118,0.0071239537628294625,0.5953690931903081
Tns3,7284.833038408899,-0.00946617301853603,0.05174296708138334,0.007191210248025532,0.5953690931903081
Nod1,418.90361557624277,-0.015883522706439515,0.08035745770038216,0.00739216283704304,0.6031542864849805
St6gal2,2343.0275886429777,0.01785546446014858,0.08892684567802545,0.007388601815768663,0.6031542864849805
Plekhh1,2566.094777480417,-0.02208203328092841,0.1085467339636365,0.0074811365572989095,0.6077010349233429
Nts,80.05772887284739,0.01770988689208015,0.16272008630087614,0.0075482361645996,0.6104385503556942
Kdelr2,2030.6370078198336,-0.004607480286838864,0.02837250205103184,0.007707002059093704,0.6124385940611115
Prkar2b,2249.576013931673,0.015823275320071693,0.08088762359983374,0.007647451900821144,0.6124385940611115
Ptgs2os,22.407935628741146,-0.018775850117903663,0.1636377101793363,0.0076439493454416585,0.6124385940611115
Tbx2,103.48259885792493,-0.021324756665593844,0.10611112257750777,0.007706670329499464,0.6124385940611115
D17H6S56E-5,146.48376846318206,0.02678311355468234,0.14368300071425538,0.007839759870820365,0.6149669148454241
Mog,2465.8493694655385,-0.025646478706989023,0.13132022866013845,0.007827488372372111,0.6149669148454241
Mpeg1,1336.4810747264098,-0.016846306383648146,0.0858709139320109,0.007788685325117584,0.6149669148454241
Baalc,8777.629453330575,0.006004037093214539,0.03620976930817569,0.00796492643383189,0.6221152155177155
Cpxm2,178.61571416360857,-0.025532822594149063,0.13314231132393772,0.008027858418242089,0.6243624183413219
Kcnt1,1933.8346540863877,0.026240684214743536,0.14598079619985507,0.008079636277867628,0.6257267468245196
Kcnj4,3356.975880173815,0.020359330446711222,0.10372253120982827,0.008174782882979827,0.6304240791233008
Gm12371,27.95546761869231,0.021065891532598566,0.1597234236930296,0.00829536929397457,0.634370144711185
Ucn3,19.4435729929621,0.004994727015295796,0.0975101206539563,0.008280458395595103,0.634370144711185
Rims3,4034.4074539182147,0.022721610988501565,0.11765395857565517,0.00841278806474004,0.6406688644135572
Slc25a13,250.413010792292,-0.024472377599980298,0.13033085970683342,0.00847628655367471,0.6428260968527497
Cmbl,538.3773660087436,0.02261388953096844,0.11793723887713332,0.00854288937343265,0.6451999548687131
Gm10190,34.91990693938369,0.024982023165235016,0.13990783105560134,0.008602111937149824,0.6469991764415116
Epyc,2.1472624888133685,0.0067139956286864245,0.11157892236830355,0.008833895889043921,0.6617094883772777
Arsi,164.38456639837332,0.020401318645176074,0.10796097653427518,0.008994265624878364,0.6628556162334752
Fstl3,55.486755706187445,0.02233889269382485,0.11919800713796651,0.008946701102737658,0.6628556162334752
Krt2,300.7823016104574,0.02135549001758169,0.11333797198977355,0.008984582971780827,0.6628556162334752
Nkd2,1088.4372802076418,-0.02356159964404852,0.12776259583109081,0.00889041421750825,0.6628556162334752
Akap5,8511.515786025184,0.009792236263401595,0.05683484905971824,0.009245186138150691,0.6648970628979729
Cnp,13366.207002680969,-0.01967998781893387,0.1046642860537244,0.009122067944664192,0.6648970628979729
Cyp46a1,6176.84449876452,0.01115444212095389,0.06351477478017252,0.009312997105754832,0.6648970628979729
Gm39244,25.908178701228405,0.018264093836749783,0.15320527670634074,0.009307478756160649,0.6648970628979729
Jun,5175.152063803184,-0.009972651960518658,0.05776553270904476,0.009279436526274077,0.6648970628979729
Rims2,9425.546723743078,0.008205942229323741,0.04893018046616748,0.009169039633015122,0.6648970628979729
Slc13a5,657.4404169494926,0.014516608471739198,0.079067517095256,0.00912257854055443,0.6648970628979729
Tmem88b,2923.5236508550224,-0.02197979085037558,0.1189183625672277,0.0092233712136869,0.6648970628979729
Tunar,1087.1288317469985,0.01603415127944417,0.08731176739878274,0.009456721679379537,0.6725311367082483
Ifit2,1739.1241852415417,0.020991548728002095,0.11472476924557455,0.00956281323373098,0.6751940625382049
Pgm5,561.1218761648538,-0.021651670235583436,0.11932188166976836,0.00956805067557012,0.6751940625382049
Ddt,457.57233400520425,-0.013963437767502541,0.07780666740654205,0.0096853314148815,0.6782329588880812
Sh3tc2,135.22951876683723,-0.02237092429043715,0.12640731006956163,0.009659489407915379,0.6782329588880812
Asah2,1500.1411444826242,-0.013642790740016435,0.0768340794099362,0.00993916824823891,0.6909907940638965
Neurl1b,6530.695387288142,0.008733104377674855,0.05270126117875066,0.009980936129171563,0.6909907940638965
Slc13a3,523.1938474726611,0.012209164699826122,0.06983697696820919,0.009950420497912414,0.6909907940638965
Ermn,3765.4567779929203,-0.019320113821784703,0.10715767643811124,0.010074921608168258,0.6948654423867594
Rgs6,593.5453577254259,0.020631580021902712,0.11627398751904237,0.010151408446889144,0.6975086172323042
Tram1l1,1696.2191096210527,0.008488966102005365,0.05175926878197002,0.010199453573116737,0.6981850672503918
